piR-hsa-11097,parkinson disease
piR-hsa-1111,cardiovascular diseases
piR-hsa-1111,parkinson disease
piR-hsa-11120,parkinson disease
piR-hsa-11120,"carcinoma, renal cell"
piR-hsa-11129,cardiovascular diseases
piR-hsa-11129,"carcinoma, renal cell"
piR-hsa-11137,parkinson disease
piR-hsa-11137,"carcinoma, renal cell"
piR-hsa-11139,alzheimer disease
piR-hsa-11139,parkinson disease
piR-hsa-11164,cardiovascular diseases
piR-hsa-11164,parkinson disease
piR-hsa-1118,parkinson disease
piR-hsa-1118,"carcinoma, renal cell"
piR-hsa-11187,parkinson disease
piR-hsa-11187,"carcinoma, renal cell"
piR-hsa-11230,cardiovascular diseases
piR-hsa-11230,parkinson disease
piR-hsa-11256,"carcinoma, renal cell"
piR-hsa-11256,urinary bladder neoplasms
piR-hsa-11270,parkinson disease
piR-hsa-11270,"carcinoma, renal cell"
piR-hsa-11313,cardiovascular diseases
piR-hsa-11313,parkinson disease
piR-hsa-11316,cardiovascular diseases
piR-hsa-11316,parkinson disease
piR-hsa-11328,stomach neoplasms
piR-hsa-11328,parkinson disease
piR-hsa-1133,parkinson disease
piR-hsa-1133,"carcinoma, renal cell"
piR-hsa-11341,alzheimer disease
piR-hsa-11341,"carcinoma, renal cell"
piR-hsa-11360,"carcinoma, renal cell"
piR-hsa-11360,liver cirrhosis
piR-hsa-11360,"carcinoma, hepatocellular"
piR-hsa-11361,liver cirrhosis
piR-hsa-11361,"carcinoma, hepatocellular"
piR-hsa-11362,head and neck neoplasms
piR-hsa-11362,liver cirrhosis
piR-hsa-11362,"carcinoma, hepatocellular"
piR-hsa-11413,parkinson disease
piR-hsa-11413,"carcinoma, renal cell"
piR-hsa-11510,cardiovascular diseases
piR-hsa-11510,parkinson disease
piR-hsa-1152,parkinson disease
piR-hsa-1152,urinary bladder neoplasms
piR-hsa-11540,cardiovascular diseases
piR-hsa-11540,parkinson disease
piR-hsa-11562,cardiovascular diseases
piR-hsa-11562,"carcinoma, renal cell"
piR-hsa-11584,cardiovascular diseases
piR-hsa-11584,parkinson disease
piR-hsa-11619,parkinson disease
piR-hsa-11619,"carcinoma, renal cell"
piR-hsa-11651,stomach neoplasms
piR-hsa-11651,parkinson disease
piR-hsa-11667,parkinson disease
piR-hsa-11667,"carcinoma, renal cell"
piR-hsa-11728,cardiovascular diseases
piR-hsa-11728,parkinson disease
piR-hsa-1177,alzheimer disease
piR-hsa-1177,cardiovascular diseases
piR-hsa-1177,parkinson disease
piR-hsa-1177,liver cirrhosis
piR-hsa-1177,"carcinoma, hepatocellular"
piR-hsa-11817,parkinson disease
piR-hsa-11817,head and neck squamous cell carcinoma
piR-hsa-11907,alzheimer disease
piR-hsa-11907,parkinson disease
piR-hsa-1191,alzheimer disease
piR-hsa-1191,cardiovascular diseases
piR-hsa-1191,leiomyoma
piR-hsa-1191,parkinson disease
piR-hsa-1191,breast neoplasms
piR-hsa-1191,lung adenocarcinoma
piR-hsa-1191,liver cirrhosis
piR-hsa-11924,cardiovascular diseases
piR-hsa-11924,parkinson disease
piR-hsa-11924,"carcinoma, renal cell"
piR-hsa-11955,parkinson disease
piR-hsa-11955,urinary bladder neoplasms
piR-hsa-11959,cardiovascular diseases
piR-hsa-11959,"carcinoma, renal cell"
piR-hsa-12018,parkinson disease
piR-hsa-12018,"carcinoma, renal cell"
piR-hsa-12042,cardiovascular diseases
piR-hsa-12042,parkinson disease
piR-hsa-12069,cardiovascular diseases
piR-hsa-12069,parkinson disease
piR-hsa-1207,alzheimer disease
piR-hsa-1207,"infertility, male"
piR-hsa-1207,leiomyoma
piR-hsa-1207,neoplasms
piR-hsa-1207,liver cirrhosis
piR-hsa-1207,"carcinoma, hepatocellular"
piR-hsa-12079,cardiovascular diseases
piR-hsa-12079,parkinson disease
piR-hsa-12081,"carcinoma, renal cell"
piR-hsa-12081,urinary bladder neoplasms
piR-hsa-12121,cardiovascular diseases
piR-hsa-12121,parkinson disease
piR-hsa-12126,stomach neoplasms
piR-hsa-12126,cardiovascular diseases
piR-hsa-12143,parkinson disease
piR-hsa-12143,"carcinoma, renal cell"
piR-hsa-12155,cardiovascular diseases
piR-hsa-12155,parkinson disease
piR-hsa-12176,cardiovascular diseases
piR-hsa-12176,parkinson disease
piR-hsa-12178,parkinson disease
piR-hsa-12178,"carcinoma, renal cell"
piR-hsa-12178,kidney neoplasms
piR-hsa-12206,"carcinoma, renal cell"
piR-hsa-12206,urinary bladder neoplasms
piR-hsa-12232,parkinson disease
piR-hsa-12232,"carcinoma, renal cell"
piR-hsa-12232,stomach neoplasms
piR-hsa-12275,cardiovascular diseases
piR-hsa-12275,parkinson disease
piR-hsa-12275,"carcinoma, renal cell"
piR-hsa-12275,myocardial infarction
piR-hsa-12297,cardiovascular diseases
piR-hsa-12297,"carcinoma, renal cell"
piR-hsa-12302,cardiovascular diseases
piR-hsa-12302,parkinson disease
piR-hsa-12308,cardiovascular diseases
piR-hsa-12308,parkinson disease
piR-hsa-12330,cardiovascular diseases
piR-hsa-12330,parkinson disease
piR-hsa-12364,cardiovascular diseases
piR-hsa-12364,parkinson disease
piR-hsa-12391,cardiovascular diseases
piR-hsa-12391,"carcinoma, renal cell"
piR-hsa-12398,parkinson disease
piR-hsa-12398,"carcinoma, renal cell"
piR-hsa-1242,cardiovascular diseases
piR-hsa-1242,parkinson disease
piR-hsa-12421,cardiovascular diseases
piR-hsa-12421,parkinson disease
piR-hsa-12423,alzheimer disease
piR-hsa-12423,parkinson disease
piR-hsa-12425,alzheimer disease
piR-hsa-12425,parkinson disease
piR-hsa-1243,cardiovascular diseases
piR-hsa-1243,leiomyoma
piR-hsa-12436,cardiovascular diseases
piR-hsa-12436,parkinson disease
piR-hsa-12445,parkinson disease
piR-hsa-12445,"carcinoma, renal cell"
piR-hsa-1245,stomach neoplasms
piR-hsa-1245,alzheimer disease
piR-hsa-1245,parkinson disease
piR-hsa-1245,breast neoplasms
piR-hsa-1247,parkinson disease
piR-hsa-1247,urinary bladder neoplasms
piR-hsa-12477,cardiovascular diseases
piR-hsa-12477,parkinson disease
piR-hsa-12485,alzheimer disease
piR-hsa-12485,cardiovascular diseases
piR-hsa-12485,"carcinoma, renal cell"
piR-hsa-12487,parkinson disease
piR-hsa-12487,"carcinoma, renal cell"
piR-hsa-12488,alzheimer disease
piR-hsa-12488,cardiovascular diseases
piR-hsa-12488,parkinson disease
piR-hsa-12488,"carcinoma, renal cell"
piR-hsa-12488,myocardial infarction
piR-hsa-12488,"carcinoma, hepatocellular"
piR-hsa-1250,stomach neoplasms
piR-hsa-1250,parkinson disease
piR-hsa-1250,urinary bladder neoplasms
piR-hsa-1251,parkinson disease
piR-hsa-1251,urinary bladder neoplasms
piR-hsa-12516,cardiovascular diseases
piR-hsa-12516,"carcinoma, renal cell"
piR-hsa-12524,cardiovascular diseases
piR-hsa-12524,parkinson disease
piR-hsa-12525,cardiovascular diseases
piR-hsa-12525,parkinson disease
piR-hsa-12526,cardiovascular diseases
piR-hsa-12526,parkinson disease
piR-hsa-12526,"carcinoma, renal cell"
piR-hsa-1254,parkinson disease
piR-hsa-1254,breast neoplasms
piR-hsa-12541,parkinson disease
piR-hsa-12541,"carcinoma, renal cell"
piR-hsa-12555,cardiovascular diseases
piR-hsa-12555,"carcinoma, renal cell"
piR-hsa-12565,cardiovascular diseases
piR-hsa-12565,parkinson disease
piR-hsa-12581,cardiovascular diseases
piR-hsa-12581,parkinson disease
piR-hsa-12621,cardiovascular diseases
piR-hsa-12621,parkinson disease
piR-hsa-12648,cardiovascular diseases
piR-hsa-12648,parkinson disease
piR-hsa-12648,"carcinoma, renal cell"
piR-hsa-12656,cardiovascular diseases
piR-hsa-12656,parkinson disease
piR-hsa-12680,parkinson disease
piR-hsa-12680,"carcinoma, renal cell"
piR-hsa-12681,parkinson disease
piR-hsa-12681,"carcinoma, renal cell"
piR-hsa-12700,parkinson disease
piR-hsa-12700,"carcinoma, renal cell"
piR-hsa-12702,cardiovascular diseases
piR-hsa-12702,parkinson disease
piR-hsa-12717,stomach neoplasms
piR-hsa-12717,cardiovascular diseases
piR-hsa-12719,cardiovascular diseases
piR-hsa-12719,leiomyoma
piR-hsa-12730,stomach neoplasms
piR-hsa-12730,parkinson disease
piR-hsa-12735,parkinson disease
piR-hsa-12735,"carcinoma, renal cell"
piR-hsa-12748,parkinson disease
piR-hsa-12748,"carcinoma, renal cell"
piR-hsa-12772,cardiovascular diseases
piR-hsa-12772,parkinson disease
piR-hsa-12772,"carcinoma, renal cell"
piR-hsa-12785,cardiovascular diseases
piR-hsa-12785,parkinson disease
piR-hsa-12789,leiomyoma
piR-hsa-12789,parkinson disease
piR-hsa-12789,liver cirrhosis
piR-hsa-12790,leiomyoma
piR-hsa-12790,parkinson disease
piR-hsa-12790,neoplasms
piR-hsa-1282,alzheimer disease
piR-hsa-1282,lung neoplasms
piR-hsa-1282,stomach neoplasms
piR-hsa-1282,multiple myeloma
piR-hsa-12939,stomach neoplasms
piR-hsa-12939,parkinson disease
piR-hsa-12941,parkinson disease
piR-hsa-12941,"carcinoma, renal cell"
piR-hsa-12953,cardiovascular diseases
piR-hsa-12953,parkinson disease
piR-hsa-12961,cardiovascular diseases
piR-hsa-12961,"carcinoma, renal cell"
piR-hsa-1301,cardiovascular diseases
piR-hsa-1301,parkinson disease
piR-hsa-1301,"carcinoma, renal cell"
piR-hsa-13049,cardiovascular diseases
piR-hsa-13049,"carcinoma, renal cell"
piR-hsa-1306,"carcinoma, renal cell"
piR-hsa-1306,urinary bladder neoplasms
piR-hsa-13082,parkinson disease
piR-hsa-13082,"carcinoma, renal cell"
piR-hsa-13113,parkinson disease
piR-hsa-13113,"carcinoma, renal cell"
piR-hsa-13139,parkinson disease
piR-hsa-13139,"carcinoma, renal cell"
piR-hsa-13145,parkinson disease
piR-hsa-13145,"carcinoma, renal cell"
piR-hsa-13150,parkinson disease
piR-hsa-13150,"carcinoma, renal cell"
piR-hsa-13176,cardiovascular diseases
piR-hsa-13176,"carcinoma, renal cell"
piR-hsa-13196,cardiovascular diseases
piR-hsa-13196,"carcinoma, renal cell"
piR-hsa-13231,cardiovascular diseases
piR-hsa-13231,parkinson disease
piR-hsa-13292,cardiovascular diseases
piR-hsa-13292,parkinson disease
piR-hsa-13292,myocardial infarction
piR-hsa-13295,cardiovascular diseases
piR-hsa-13295,parkinson disease
piR-hsa-13295,"carcinoma, renal cell"
piR-hsa-13300,cardiovascular diseases
piR-hsa-13300,"carcinoma, renal cell"
piR-hsa-13322,cardiovascular diseases
piR-hsa-13322,parkinson disease
piR-hsa-13340,parkinson disease
piR-hsa-13340,"carcinoma, renal cell"
piR-hsa-13348,cardiovascular diseases
piR-hsa-13348,"carcinoma, renal cell"
piR-hsa-1335,parkinson disease
piR-hsa-1335,"carcinoma, renal cell"
piR-hsa-1336,cardiovascular diseases
piR-hsa-1336,parkinson disease
piR-hsa-1336,"carcinoma, renal cell"
piR-hsa-13374,parkinson disease
piR-hsa-13374,"carcinoma, renal cell"
piR-hsa-1338,stomach neoplasms
piR-hsa-1338,alzheimer disease
piR-hsa-1338,breast neoplasms
piR-hsa-1338,liver cirrhosis
piR-hsa-1338,"carcinoma, hepatocellular"
piR-hsa-13389,cardiovascular diseases
piR-hsa-13389,"carcinoma, renal cell"
piR-hsa-13395,parkinson disease
piR-hsa-13395,"carcinoma, renal cell"
piR-hsa-1340,cardiovascular diseases
piR-hsa-1340,parkinson disease
piR-hsa-13406,cardiovascular diseases
piR-hsa-13406,"carcinoma, renal cell"
piR-hsa-13423,cardiovascular diseases
piR-hsa-13423,parkinson disease
piR-hsa-13437,cardiovascular diseases
piR-hsa-13437,"carcinoma, renal cell"
piR-hsa-1344,parkinson disease
piR-hsa-1344,head and neck squamous cell carcinoma
piR-hsa-13444,parkinson disease
piR-hsa-13444,"carcinoma, renal cell"
piR-hsa-13462,cardiovascular diseases
piR-hsa-13462,"carcinoma, renal cell"
piR-hsa-13505,cardiovascular diseases
piR-hsa-13505,parkinson disease
piR-hsa-13505,"carcinoma, renal cell"
piR-hsa-13564,cardiovascular diseases
piR-hsa-13564,parkinson disease
piR-hsa-13564,"carcinoma, renal cell"
piR-hsa-13585,parkinson disease
piR-hsa-13585,"carcinoma, renal cell"
piR-hsa-1359,cardiovascular diseases
piR-hsa-1359,lung adenocarcinoma
piR-hsa-13591,cardiovascular diseases
piR-hsa-13591,parkinson disease
piR-hsa-13600,parkinson disease
piR-hsa-13600,"carcinoma, renal cell"
piR-hsa-1361,stomach neoplasms
piR-hsa-1361,alzheimer disease
piR-hsa-1361,parkinson disease
piR-hsa-13634,parkinson disease
piR-hsa-13634,urinary bladder neoplasms
piR-hsa-13640,parkinson disease
piR-hsa-13640,"carcinoma, renal cell"
piR-hsa-13641,cardiovascular diseases
piR-hsa-13641,parkinson disease
piR-hsa-13659,cardiovascular diseases
piR-hsa-13659,parkinson disease
piR-hsa-1370,cardiovascular diseases
piR-hsa-1370,parkinson disease
piR-hsa-13705,cardiovascular diseases
piR-hsa-13705,parkinson disease
piR-hsa-13724,parkinson disease
piR-hsa-13724,"carcinoma, renal cell"
piR-hsa-13753,cardiovascular diseases
piR-hsa-13753,parkinson disease
piR-hsa-13753,"carcinoma, renal cell"
piR-hsa-1376,cardiovascular diseases
piR-hsa-1376,parkinson disease
piR-hsa-13771,parkinson disease
piR-hsa-13771,"carcinoma, renal cell"
piR-hsa-13789,cardiovascular diseases
piR-hsa-13789,parkinson disease
piR-hsa-13791,parkinson disease
piR-hsa-13791,"carcinoma, renal cell"
piR-hsa-13808,cardiovascular diseases
piR-hsa-13808,parkinson disease
piR-hsa-13825,cardiovascular diseases
piR-hsa-13825,urinary bladder neoplasms
piR-hsa-13839,cardiovascular diseases
piR-hsa-13839,parkinson disease
piR-hsa-13840,parkinson disease
piR-hsa-13840,"carcinoma, renal cell"
piR-hsa-13856,cardiovascular diseases
piR-hsa-13856,parkinson disease
piR-hsa-13893,alzheimer disease
piR-hsa-13893,"carcinoma, renal cell"
piR-hsa-13905,cardiovascular diseases
piR-hsa-13905,parkinson disease
piR-hsa-13937,cardiovascular diseases
piR-hsa-13937,parkinson disease
piR-hsa-13937,"carcinoma, renal cell"
piR-hsa-13940,cardiovascular diseases
piR-hsa-13940,parkinson disease
piR-hsa-13957,cardiovascular diseases
piR-hsa-13957,"carcinoma, renal cell"
piR-hsa-13996,parkinson disease
piR-hsa-13996,"carcinoma, renal cell"
piR-hsa-14020,cardiovascular diseases
piR-hsa-14020,"carcinoma, renal cell"
piR-hsa-14047,cardiovascular diseases
piR-hsa-14047,parkinson disease
piR-hsa-14067,cardiovascular diseases
piR-hsa-14067,parkinson disease
piR-hsa-14105,cardiovascular diseases
piR-hsa-14105,parkinson disease
piR-hsa-14168,cardiovascular diseases
piR-hsa-14168,parkinson disease
piR-hsa-14214,parkinson disease
piR-hsa-14214,"carcinoma, renal cell"
piR-hsa-14215,cardiovascular diseases
piR-hsa-14215,"carcinoma, renal cell"
piR-hsa-14254,cardiovascular diseases
piR-hsa-14254,parkinson disease
piR-hsa-14258,cardiovascular diseases
piR-hsa-14258,parkinson disease
piR-hsa-14281,cardiovascular diseases
piR-hsa-14281,parkinson disease
piR-hsa-14322,parkinson disease
piR-hsa-14322,"carcinoma, renal cell"
piR-hsa-14340,parkinson disease
piR-hsa-14340,"carcinoma, renal cell"
piR-hsa-14351,cardiovascular diseases
piR-hsa-14351,"carcinoma, renal cell"
piR-hsa-14359,cardiovascular diseases
piR-hsa-14359,"carcinoma, renal cell"
piR-hsa-14360,cardiovascular diseases
piR-hsa-14360,parkinson disease
piR-hsa-14366,cardiovascular diseases
piR-hsa-14366,"carcinoma, renal cell"
piR-hsa-14366,urinary bladder neoplasms
piR-hsa-1438,cardiovascular diseases
piR-hsa-1438,myocardial infarction
piR-hsa-14419,stomach neoplasms
piR-hsa-14419,parkinson disease
piR-hsa-1447,cardiovascular diseases
piR-hsa-1447,parkinson disease
piR-hsa-1448,cardiovascular diseases
piR-hsa-1448,parkinson disease
piR-hsa-14488,cardiovascular diseases
piR-hsa-14488,parkinson disease
piR-hsa-14512,cardiovascular diseases
piR-hsa-14512,parkinson disease
piR-hsa-14549,cardiovascular diseases
piR-hsa-14549,parkinson disease
piR-hsa-14571,cardiovascular diseases
piR-hsa-14571,parkinson disease
piR-hsa-14589,cardiovascular diseases
piR-hsa-14589,"carcinoma, renal cell"
piR-hsa-1460,cardiovascular diseases
piR-hsa-1460,"carcinoma, renal cell"
piR-hsa-14621,alzheimer disease
piR-hsa-14621,parkinson disease
piR-hsa-14647,parkinson disease
piR-hsa-14647,liver cirrhosis
piR-hsa-14647,"carcinoma, hepatocellular"
piR-hsa-14680,parkinson disease
piR-hsa-14680,"carcinoma, renal cell"
piR-hsa-14685,cardiovascular diseases
piR-hsa-14685,parkinson disease
piR-hsa-1470,cardiovascular diseases
piR-hsa-1470,"carcinoma, renal cell"
piR-hsa-14716,cardiovascular diseases
piR-hsa-14716,parkinson disease
piR-hsa-14722,cardiovascular diseases
piR-hsa-14722,"carcinoma, renal cell"
piR-hsa-14729,cardiovascular diseases
piR-hsa-14729,parkinson disease
piR-hsa-14731,parkinson disease
piR-hsa-14731,"carcinoma, renal cell"
piR-hsa-1477,"carcinoma, renal cell"
piR-hsa-1477,urinary bladder neoplasms
piR-hsa-1478,parkinson disease
piR-hsa-1478,"carcinoma, renal cell"
piR-hsa-14862,cardiovascular diseases
piR-hsa-14862,parkinson disease
piR-hsa-1489,cardiovascular diseases
piR-hsa-1489,parkinson disease
piR-hsa-14934,cardiovascular diseases
piR-hsa-14934,parkinson disease
piR-hsa-14934,"carcinoma, renal cell"
piR-hsa-14955,cardiovascular diseases
piR-hsa-14955,parkinson disease
piR-hsa-14955,"carcinoma, renal cell"
piR-hsa-14960,cardiovascular diseases
piR-hsa-14960,parkinson disease
piR-hsa-14960,urinary bladder neoplasms
piR-hsa-14975,cardiovascular diseases
piR-hsa-14975,parkinson disease
piR-hsa-15023,stomach neoplasms
piR-hsa-15023,alzheimer disease
piR-hsa-15023,cardiovascular diseases
piR-hsa-15023,parkinson disease
piR-hsa-15023,breast neoplasms
piR-hsa-15023,"carcinoma, renal cell"
piR-hsa-15023,myocardial infarction
piR-hsa-15023,"carcinoma, hepatocellular"
piR-hsa-15025,parkinson disease
piR-hsa-15025,"carcinoma, renal cell"
piR-hsa-15037,cardiovascular diseases
piR-hsa-15037,parkinson disease
piR-hsa-15045,parkinson disease
piR-hsa-15045,"carcinoma, renal cell"
piR-hsa-15058,parkinson disease
piR-hsa-15058,"carcinoma, renal cell"
piR-hsa-1511,stomach neoplasms
piR-hsa-1511,cardiovascular diseases
piR-hsa-1511,parkinson disease
piR-hsa-15126,cardiovascular diseases
piR-hsa-15126,parkinson disease
piR-hsa-15126,"carcinoma, renal cell"
piR-hsa-15130,cardiovascular diseases
piR-hsa-15130,parkinson disease
piR-hsa-15140,stomach neoplasms
piR-hsa-15140,parkinson disease
piR-hsa-15192,parkinson disease
piR-hsa-15192,"carcinoma, renal cell"
piR-hsa-15197,cardiovascular diseases
piR-hsa-15197,parkinson disease
piR-hsa-152,parkinson disease
piR-hsa-152,"carcinoma, renal cell"
piR-hsa-15200,cardiovascular diseases
piR-hsa-15200,"carcinoma, renal cell"
piR-hsa-15209,cardiovascular diseases
piR-hsa-15209,"carcinoma, renal cell"
piR-hsa-15326,cardiovascular diseases
piR-hsa-15326,parkinson disease
piR-hsa-15354,parkinson disease
piR-hsa-15354,"carcinoma, renal cell"
piR-hsa-15354,urinary bladder neoplasms
piR-hsa-15376,cardiovascular diseases
piR-hsa-15376,parkinson disease
piR-hsa-15388,parkinson disease
piR-hsa-15388,"carcinoma, renal cell"
piR-hsa-15399,stomach neoplasms
piR-hsa-15399,lung neoplasms
piR-hsa-15399,parkinson disease
piR-hsa-15400,cardiovascular diseases
piR-hsa-15400,parkinson disease
piR-hsa-15405,parkinson disease
piR-hsa-15405,"carcinoma, renal cell"
piR-hsa-1541,cardiovascular diseases
piR-hsa-1541,"carcinoma, renal cell"
piR-hsa-15451,cardiovascular diseases
piR-hsa-15451,myocardial infarction
piR-hsa-1548,cardiovascular diseases
piR-hsa-1548,parkinson disease
piR-hsa-1550,cardiovascular diseases
piR-hsa-1550,parkinson disease
piR-hsa-15500,cardiovascular diseases
piR-hsa-15500,parkinson disease
piR-hsa-15541,parkinson disease
piR-hsa-15541,"carcinoma, renal cell"
piR-hsa-15558,cardiovascular diseases
piR-hsa-15558,"carcinoma, renal cell"
piR-hsa-15558,myocardial infarction
piR-hsa-15572,parkinson disease
piR-hsa-15572,urinary bladder neoplasms
piR-hsa-15603,alzheimer disease
piR-hsa-15603,parkinson disease
piR-hsa-15615,cardiovascular diseases
piR-hsa-15615,parkinson disease
piR-hsa-15648,cardiovascular diseases
piR-hsa-15648,parkinson disease
piR-hsa-1565,parkinson disease
piR-hsa-1565,"carcinoma, renal cell"
piR-hsa-15663,cardiovascular diseases
piR-hsa-15663,"carcinoma, renal cell"
piR-hsa-15665,cardiovascular diseases
piR-hsa-15665,parkinson disease
piR-hsa-15679,parkinson disease
piR-hsa-15679,"carcinoma, renal cell"
piR-hsa-15681,cardiovascular diseases
piR-hsa-15681,parkinson disease
piR-hsa-15681,"carcinoma, renal cell"
piR-hsa-15693,cardiovascular diseases
piR-hsa-15693,parkinson disease
piR-hsa-15696,cardiovascular diseases
piR-hsa-15696,"carcinoma, renal cell"
piR-hsa-15706,cardiovascular diseases
piR-hsa-15706,parkinson disease
piR-hsa-15706,"carcinoma, renal cell"
piR-hsa-15712,cardiovascular diseases
piR-hsa-15712,parkinson disease
piR-hsa-1576,cardiovascular diseases
piR-hsa-1576,parkinson disease
piR-hsa-1580,alzheimer disease
piR-hsa-1580,"infertility, male"
piR-hsa-1580,cardiovascular diseases
piR-hsa-1580,parkinson disease
piR-hsa-1588,parkinson disease
piR-hsa-1588,"carcinoma, renal cell"
piR-hsa-1593,alzheimer disease
piR-hsa-1593,parkinson disease
piR-hsa-15960,cardiovascular diseases
piR-hsa-15960,parkinson disease
piR-hsa-15991,parkinson disease
piR-hsa-15991,"carcinoma, renal cell"
piR-hsa-1601,parkinson disease
piR-hsa-1601,"carcinoma, renal cell"
piR-hsa-16032,cardiovascular diseases
piR-hsa-16032,parkinson disease
piR-hsa-16151,parkinson disease
piR-hsa-16151,urinary bladder neoplasms
piR-hsa-16221,cardiovascular diseases
piR-hsa-16221,parkinson disease
piR-hsa-16294,parkinson disease
piR-hsa-16294,"carcinoma, renal cell"
piR-hsa-16315,parkinson disease
piR-hsa-16315,"carcinoma, renal cell"
piR-hsa-16315,urinary bladder neoplasms
piR-hsa-16348,stomach neoplasms
piR-hsa-16348,parkinson disease
piR-hsa-16408,cardiovascular diseases
piR-hsa-16408,parkinson disease
piR-hsa-16414,cardiovascular diseases
piR-hsa-16414,"carcinoma, renal cell"
piR-hsa-16423,cardiovascular diseases
piR-hsa-16423,"carcinoma, renal cell"
piR-hsa-16429,cardiovascular diseases
piR-hsa-16429,parkinson disease
piR-hsa-16429,"carcinoma, renal cell"
piR-hsa-1662,parkinson disease
piR-hsa-1662,"carcinoma, renal cell"
piR-hsa-16653,cardiovascular diseases
piR-hsa-16653,parkinson disease
